record_id,symbol,occurred_date,event_class,evidence_url,evidence_note,checked_at_utc
A0219,SMCI,2018-05-03,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000162828018005840/exhibit991q3-2018_pre.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal 2018 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0220,SMCI,2018-08-21,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000162828018011282/exhibit991_20180821x202.htm,ex-99.1 headline: 'Announces Fourth Quarter Fiscal 2018 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0221,SMCI,2018-11-14,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000162828018014419/exhibit991_20181115x202.htm,ex-99.1 headline: 'Announces First Quarter Fiscal 2019 Preliminary Financial Information and Decision to Restate Prior Period Financial Statements',2026-07-17T00:00:00+00:00
A0222,SMCI,2019-02-14,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000006/exhibit991_20190214x202.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal 2019 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0223,SMCI,2019-05-15,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000041/exhibit991_20190516x202.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal 2019 Preliminary Financial Information and Files 2017 Form 10-K and Form 10-Q/As' — delinquency-era catch-up filing,2026-07-17T00:00:00+00:00
A0224,SMCI,2019-08-15,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000047/exhibit991_20190815x202.htm,ex-99.1 headline: 'Announces Fourth Quarter Fiscal 2019 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0225,SMCI,2019-11-14,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536519000059/exhibit991_20191114x202.htm,ex-99.1 headline: 'Announces First Quarter Fiscal 2020 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0226,SMCI,2020-01-08,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000004/exhibit99120200109.htm,"ex-99.1 headline: 'Announces Approval to Relist on NASDAQ and Provides Business Update' — relisting/compliance update, not a results release",2026-07-17T00:00:00+00:00
A0227,SMCI,2020-02-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000008/exhibit99120200206.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal 2020 Financial Results' — no preliminary qualifier,2026-07-17T00:00:00+00:00
A0228,SMCI,2020-04-02,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000021/exhibit99120200402.htm,ex-99.1 headline: 'Provides Third Quarter of Fiscal 2020 Business Update',2026-07-17T00:00:00+00:00
A0229,SMCI,2020-05-07,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000030/exhibit99120200507.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2020 Financial Results',2026-07-17T00:00:00+00:00
A0230,SMCI,2020-08-11,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000057/exhibit99120200811.htm,ex-99.1 headline: 'Announces Fourth Quarter and Full Year Fiscal Year 2020 Financial Results and Stock Repurchase Authorization',2026-07-17T00:00:00+00:00
A0231,SMCI,2020-10-28,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536520000069/exhibit99120200930.htm,ex-99.1 headline: 'Announces First Quarter Fiscal Year 2021 Financial Results and New Stock Repurchase Authorization',2026-07-17T00:00:00+00:00
A0232,SMCI,2021-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000005/exhibit991_20201231.htm,"ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2021 Financial Results, New Stock Repurchase Authorization, and Chief Financial Officer Transition'",2026-07-17T00:00:00+00:00
A0233,SMCI,2021-05-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000029/exhibit991_20210331.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2021 Financial Results',2026-07-17T00:00:00+00:00
A0234,SMCI,2021-08-10,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000055/exhibit991_20210630.htm,"ex-99.1 headline: 'Announces Fourth Quarter and Full Year Fiscal Year 2021 Financial Results' — note: 8-K Item 2.02 body says 'preliminary financial information' (stale boilerplate) but the actual press release headline/body is a definitive results release; classified on exhibit evidence, not body text",2026-07-17T00:00:00+00:00
A0235,SMCI,2021-11-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536521000078/exhibit991_20210930.htm,ex-99.1 headline: 'Announces First Quarter Fiscal Year 2022 Financial Results',2026-07-17T00:00:00+00:00
A0236,SMCI,2022-02-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000008/exhibit991_20211231.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2022 Financial Results',2026-07-17T00:00:00+00:00
A0237,SMCI,2022-04-18,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000046/exhibit991_20220331-prexan.htm,ex-99.1 headline: 'Provides Third Quarter Fiscal 2022 Business Update Expects to Exceed Prior Financial Guidance' — pre-announcement ~2wk before the definitive release (A0238),2026-07-17T00:00:00+00:00
A0238,SMCI,2022-05-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000053/exhibit991_20220331.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2022 Financial Results' — the definitive release following the A0237 pre-announcement,2026-07-17T00:00:00+00:00
A0239,SMCI,2022-07-20,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000086/exhibit991_20220630preanno.htm,ex-99.1 headline: 'Provides Fourth Quarter Fiscal Year 2022 Business Update Expects to Exceed Prior Financial Guidance',2026-07-17T00:00:00+00:00
A0240,SMCI,2022-08-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000092/exhibit991_20220630.htm,ex-99.1 headline: 'Announces Fourth Quarter and Full Year Fiscal Year 2022 Financial Results',2026-07-17T00:00:00+00:00
A0241,SMCI,2022-10-19,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000109/exhibit991_20220930preanno.htm,ex-99.1 headline: 'Provides First Quarter Fiscal 2023 Business Update Expects to Exceed Prior Financial Guidance',2026-07-17T00:00:00+00:00
A0242,SMCI,2022-11-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536522000115/exhibit991_20220930.htm,ex-99.1 headline: 'Announces First Quarter Fiscal Year 2023 Financial Results',2026-07-17T00:00:00+00:00
A0243,SMCI,2023-01-18,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000004/exhibit991_20221231preanno.htm,ex-99.1 headline: 'Provides Second Quarter of Fiscal 2023 Business Update Expects to Exceed Prior Financial Guidance Earnings Call Scheduled',2026-07-17T00:00:00+00:00
A0244,SMCI,2023-01-31,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000009/exhibit991_20221231.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2023 Financial Results',2026-07-17T00:00:00+00:00
A0245,SMCI,2023-04-24,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000026/exhibit991_20230331preanno.htm,ex-99.1 headline: 'Announces Preliminary Financial Information for Third Quarter Fiscal 2023' — explicit preliminary,2026-07-17T00:00:00+00:00
A0246,SMCI,2023-05-02,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000027/exhibit991_20230331.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2023 Financial Results',2026-07-17T00:00:00+00:00
A0247,SMCI,2023-07-20,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000033/exhibit99120230630preannou.htm,ex-99.1 headline: 'Announces Preliminary Financial Results for Fourth Quarter of Fiscal 2023' — explicit preliminary,2026-07-17T00:00:00+00:00
A0248,SMCI,2023-08-08,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000034/exhibit991_20230630.htm,ex-99.1 headline: 'Announces Fourth Quarter and Full Year Fiscal Year 2023 Financial Results',2026-07-17T00:00:00+00:00
A0249,SMCI,2023-11-01,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536523000040/exhibit991_20230930.htm,ex-99.1 headline: 'Announces First Quarter Fiscal Year 2024 Financial Results',2026-07-17T00:00:00+00:00
A0250,SMCI,2024-01-18,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000002/exhibit991_20231231preanno.htm,ex-99.1 headline: 'Provides Second Quarter Fiscal 2024 Business Update Expects to Exceed Prior Financial Guidance',2026-07-17T00:00:00+00:00
A0251,SMCI,2024-01-29,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000008/exhibit991_20231231.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2024 Financial Results',2026-07-17T00:00:00+00:00
A0252,SMCI,2024-04-30,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000021/exhibit991_20240331.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2024 Financial Results',2026-07-17T00:00:00+00:00
A0253,SMCI,2024-08-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000028/exhibit991_20240630.htm,ex-99.1 headline: 'Announces Fourth Quarter and Full Fiscal Year 2024 Financial Results',2026-07-17T00:00:00+00:00
A0254,SMCI,2024-11-01,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536524000038/fq125pressreleasedraftv7.htm,"ex-99.1 headline: 'Announces an Update from the Independent Special Committee and First Quarter Fiscal Year 2025 Preliminary Financial Information' — auditor-resignation/special-committee era, explicitly preliminary",2026-07-17T00:00:00+00:00
A0255,SMCI,2025-02-11,other_item_202,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000001/q225pressrelease.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2025 Preliminary Financial Information',2026-07-17T00:00:00+00:00
A0256,SMCI,2025-04-29,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000012/exhibit991_20250331preanno.htm,ex-99.1 headline: 'Provides Third Quarter Fiscal 2025 Business Update and Preliminary Financial Results' — leads with Business Update; also carries preliminary figures,2026-07-17T00:00:00+00:00
A0257,SMCI,2025-05-06,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000013/exhibit991_20250506.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2025 Financial Results' — the definitive release following the A0256 update,2026-07-17T00:00:00+00:00
A0258,SMCI,2025-08-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000023/exhibit991_q425.htm,ex-99.1 headline: 'Announces Fourth Quarter and Full Fiscal Year 2025 Financial Results',2026-07-17T00:00:00+00:00
A0259,SMCI,2025-10-23,business_update,https://www.sec.gov/Archives/edgar/data/1375365/000162828025045989/fq12026businessupdatev9ms.htm,ex-99.1 headline: 'Provides First Quarter of Fiscal Year 2026 Business Update Receives Large New Orders and Sees Strong Demand for Blackwell Ultra',2026-07-17T00:00:00+00:00
A0260,SMCI,2025-11-04,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536525000029/exhibit991_20250930.htm,ex-99.1 headline: 'Announces First Quarter Fiscal Year 2026 Financial Results',2026-07-17T00:00:00+00:00
A0261,SMCI,2026-02-03,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000006/exhibit991_20251231.htm,ex-99.1 headline: 'Announces Second Quarter Fiscal Year 2026 Financial Results',2026-07-17T00:00:00+00:00
A0262,SMCI,2026-05-05,quarterly_results,https://www.sec.gov/Archives/edgar/data/1375365/000137536526000013/exhibit991_20260331.htm,ex-99.1 headline: 'Announces Third Quarter Fiscal Year 2026 Financial Results',2026-07-17T00:00:00+00:00
A0016,NOW,2019-10-21,other_item_202,https://www.sec.gov/Archives/edgar/data/1373715/000119312519271896/d805784d8k.htm,primary doc: 8-K bundles preliminary Q3 FY2020 financial results with CEO-transition announcement (Bill McDermott); real definitive Q3 FY2020 earnings 8-K filed 2019-10-23,2026-07-17T00:00:00+00:00
